15,95,50,none,Physical,none,cut,30,0,none,contact|protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Normal,Cool
16,100,40,none,Special,none,gust,35,0,none,protect|mirror|distance,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,any,Flying,Clever
17,100,60,none,Physical,none,wingattack,35,0,none,contact|protect|mirror|distance,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,any,Flying,Cool
18,255,0,none,Status,none,whirlwind,20,-6,none,reflectable|mirror|authentic|forceswitch,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Normal,Clever
19,95,90,none,Physical,none,fly,15,0,none,contact|charge|protect|mirror|gravity|distance,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,any,Flying,Clever
20,85,15,none,Physical,none,bind,20,0,none,contact|protect|mirror,none,none,none,none,none,none,none,none,partiallytrapped,none,none,none,none,none,none,none,none,none,none,none,normal,Normal,Tough
21,75,80,none,Physical,none,slam,20,0,none,contact|protect|mirror|nonsky,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Normal,Tough
22,100,45,none,Physical,none,vinewhip,25,0,none,contact|protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Grass,Cool
23,100,65,none,Physical,none,stomp,20,0,none,contact|protect|mirror|nonsky,none,none,none,none,none,none,none,none,none,none,none,none,30,none,none,flinch,none,none,none,none,normal,Normal,Tough
24,100,30,none,Physical,none,doublekick,30,0,none,contact|protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,normal,Fighting,Cool
25,75,120,none,Physical,none,megakick,5,0,none,contact|protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Normal,Cool
26,95,100,none,Physical,none,jumpkick,10,0,none,contact|protect|mirror|gravity|crashdamage,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Fighting,Cool
27,85,60,none,Physical,none,rollingkick,15,0,none,contact|protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,30,none,none,flinch,none,none,none,none,normal,Fighting,Cool
28,100,0,none,Status,none,sandattack,15,0,none,protect|reflectable|mirror,none,none,none,none,none,none,none,none,none,none,none,accuracy:-1,none,none,none,none,none,none,none,none,normal,Ground,Cute
29,100,70,none,Physical,none,headbutt,15,0,none,contact|protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,30,none,none,flinch,none,none,none,none,normal,Normal,Tough
30,100,65,none,Physical,none,hornattack,25,0,none,contact|protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Normal,Cool
31,85,15,none,Physical,none,furyattack,20,0,none,contact|protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,2|5,none,none,normal,Normal,Cool
32,30,0,none,Physical,none,horndrill,5,0,none,contact|protect|mirror|ohko,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Normal,Cool
33,100,40,none,Physical,none,tackle,35,0,none,contact|protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Normal,Tough
34,100,85,none,Physical,none,bodyslam,15,0,none,contact|protect|mirror|nonsky,none,none,none,none,none,none,none,none,none,none,none,none,30,none,none,none,par,none,none,none,normal,Normal,Tough
35,90,15,none,Physical,none,wrap,20,0,none,contact|protect|mirror,none,none,none,none,none,none,none,none,partiallytrapped,none,none,none,none,none,none,none,none,none,none,none,normal,Normal,Tough
36,85,90,none,Physical,none,takedown,20,0,none,contact|protect|mirror,none,none,none,none,none,none,none,1|4,none,none,none,none,none,none,none,none,none,none,none,none,normal,Normal,Tough
37,100,120,none,Physical,none,thrash,10,0,none,contact|protect|mirror|lockedmove,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,randomNormal,Normal,Tough
38,100,120,none,Physical,none,doubleedge,15,0,none,contact|protect|mirror,none,none,none,none,none,none,none,33|100,none,none,none,none,none,none,none,none,none,none,none,none,normal,Normal,Tough
39,100,0,none,Status,none,tailwhip,30,0,none,protect|reflectable|mirror,none,none,none,none,none,none,none,none,none,none,none,def:-1,none,none,none,none,none,none,none,none,allAdjacentFoes,Normal,Cute
40,100,15,none,Physical,none,poisonsting,35,0,none,protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,30,none,none,none,psn,none,none,none,normal,Poison,Clever
41,100,25,none,Physical,none,twineedle,20,0,none,protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,20,none,none,none,psn,2,none,none,normal,Bug,Cool
42,95,25,none,Physical,none,pinmissile,20,0,none,protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,2|5,none,none,normal,Bug,Cool
43,100,0,none,Status,none,leer,30,0,none,protect|reflectable|mirror,none,none,none,none,none,none,none,none,none,none,none,def:-1,none,none,none,none,none,none,none,none,allAdjacentFoes,Normal,Cool
44,100,60,none,Physical,none,bite,25,0,none,bite|contact|protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,30,none,none,flinch,none,none,none,none,normal,Dark,Tough
45,100,0,none,Status,none,growl,40,0,none,protect|reflectable|mirror|sound|authentic,none,none,none,none,none,none,none,none,none,none,none,atk:-1,none,none,none,none,none,none,none,none,allAdjacentFoes,Normal,Cute
46,255,0,none,Status,none,roar,20,-6,none,reflectable|mirror|sound|authentic|forceswitch,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Normal,Cool
47,55,0,none,Status,none,sing,15,0,none,protect|reflectable|mirror|sound|authentic,none,none,none,none,none,none,slp,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Normal,Cute
48,55,0,none,Status,none,supersonic,20,0,none,protect|reflectable|mirror|sound|authentic,none,none,none,none,none,none,none,none,confusion,none,none,none,none,none,none,none,none,none,none,none,normal,Normal,Clever
49,90,0,20,Special,none,sonicboom,20,0,none,protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Normal,Cool
50,100,0,none,Status,none,disable,20,0,none,protect|reflectable|mirror|authentic,none,none,none,none,none,none,none,none,disable,none,none,none,none,none,none,none,none,none,none,none,normal,Normal,Clever
51,100,40,none,Special,none,acid,30,0,none,protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,10,none,spd:-1,none,none,none,none,none,allAdjacentFoes,Poison,Clever
52,100,40,none,Special,none,ember,25,0,none,protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,10,none,none,none,brn,none,none,none,normal,Fire,Cute
53,100,90,none,Special,none,flamethrower,15,0,none,protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,10,none,none,none,brn,none,none,none,normal,Fire,Beautiful
54,255,0,none,Status,none,mist,30,0,none,snatch,none,none,none,none,none,mist,none,none,none,none,none,none,none,none,none,none,none,none,none,none,allySide,Ice,Beautiful
55,100,40,none,Special,none,watergun,25,0,none,protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Water,Cute
56,80,110,none,Special,none,hydropump,5,0,none,protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Water,Beautiful
57,100,90,none,Special,none,surf,15,0,none,protect|mirror|nonsky,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,allAdjacent,Water,Beautiful
58,100,90,none,Special,none,icebeam,10,0,none,protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,10,none,none,none,frz,none,none,none,normal,Ice,Beautiful
59,70,110,none,Special,none,blizzard,5,0,none,protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,10,none,none,none,frz,none,none,none,allAdjacentFoes,Ice,Beautiful
60,100,65,none,Special,none,psybeam,20,0,none,protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,10,none,none,confusion,none,none,none,none,normal,Psychic,Beautiful
61,100,65,none,Special,none,bubblebeam,20,0,none,protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,10,none,spe:-1,none,none,none,none,none,normal,Water,Beautiful
62,100,65,none,Special,none,aurorabeam,20,0,none,protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,10,none,atk:-1,none,none,none,none,none,normal,Ice,Beautiful
63,90,150,none,Special,none,hyperbeam,5,0,none,recharge|protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Normal,Cool
64,100,35,none,Physical,none,peck,35,0,none,contact|protect|mirror|distance,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,any,Flying,Cool
65,100,80,none,Physical,none,drillpeck,20,0,none,contact|protect|mirror|distance,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,any,Flying,Cool
66,80,80,none,Physical,none,submission,20,0,none,contact|protect|mirror,none,none,none,none,none,none,none,1|4,none,none,none,none,none,none,none,none,none,none,none,none,normal,Fighting,Cool
67,100,0,none,Physical,none,lowkick,20,0,none,contact|protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Fighting,Tough
68,100,0,none,Physical,none,counter,20,-5,none,contact|protect,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,scripted,Fighting,Tough
69,100,0,level,Physical,none,seismictoss,20,0,none,contact|protect|mirror|nonsky,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Fighting,Tough
70,100,80,none,Physical,none,strength,15,0,none,contact|protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Normal,Tough
71,100,20,none,Special,none,absorb,25,0,none,protect|mirror|heal,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,1|2,normal,Grass,Clever
72,100,40,none,Special,none,megadrain,15,0,none,protect|mirror|heal,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,1|2,normal,Grass,Clever
73,90,0,none,Status,none,leechseed,10,0,none,protect|reflectable|mirror,none,none,none,none,none,none,none,none,leechseed,none,none,none,none,none,none,none,none,none,none,none,normal,Grass,Clever
74,255,0,none,Status,none,growth,20,0,none,snatch,none,none,none,none,none,none,none,none,none,none,none,atk:1|spa:1,none,none,none,none,none,none,none,none,self,Normal,Beautiful
75,95,55,none,Physical,none,razorleaf,25,0,none,protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,2,none,allAdjacentFoes,Grass,Cool
76,100,120,none,Special,none,solarbeam,10,0,none,charge|protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Grass,Cool
77,75,0,none,Status,none,poisonpowder,35,0,none,powder|protect|reflectable|mirror,none,none,none,none,none,none,psn,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Poison,Clever
78,75,0,none,Status,none,stunspore,30,0,none,powder|protect|reflectable|mirror,none,none,none,none,none,none,par,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Grass,Clever
79,75,0,none,Status,none,sleeppowder,15,0,none,powder|protect|reflectable|mirror,none,none,none,none,none,none,slp,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Grass,Clever
80,100,120,none,Special,none,petaldance,10,0,none,contact|protect|mirror|dance|lockedmove,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,randomNormal,Grass,Beautiful
81,95,0,none,Status,none,stringshot,40,0,none,protect|reflectable|mirror,none,none,none,none,none,none,none,none,none,none,none,spe:-2,none,none,none,none,none,none,none,none,allAdjacentFoes,Bug,Clever
82,100,0,40,Special,none,dragonrage,10,0,none,protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Dragon,Cool
83,85,35,none,Special,none,firespin,15,0,none,protect|mirror,none,none,none,none,none,none,none,none,partiallytrapped,none,none,none,none,none,none,none,none,none,none,none,normal,Fire,Beautiful
84,100,40,none,Special,none,thundershock,30,0,none,protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,10,none,none,none,par,none,none,none,normal,Electric,Cool
85,100,90,none,Special,none,thunderbolt,15,0,none,protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,10,none,none,none,par,none,none,none,normal,Electric,Cool
86,90,0,none,Status,none,thunderwave,20,0,none,protect|reflectable|mirror,none,none,none,none,none,none,par,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Electric,Cool
87,70,110,none,Special,none,thunder,10,0,none,protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,30,none,none,none,par,none,none,none,normal,Electric,Cool
88,90,50,none,Physical,none,rockthrow,15,0,none,protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Rock,Tough
89,100,100,none,Physical,none,earthquake,10,0,none,protect|mirror|nonsky,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,allAdjacent,Ground,Tough
90,30,0,none,Physical,none,fissure,5,0,none,protect|mirror|nonsky|ohko,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Ground,Tough
91,100,80,none,Physical,none,dig,10,0,none,contact|charge|protect|mirror|nonsky,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Ground,Tough
92,90,0,none,Status,none,toxic,10,0,none,protect|reflectable|mirror,none,none,none,none,none,none,tox,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Poison,Clever
93,100,50,none,Special,none,confusion,25,0,none,protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,10,none,none,confusion,none,none,none,none,normal,Psychic,Clever
94,100,90,none,Special,none,psychic,10,0,none,protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,10,none,spd:-1,none,none,none,none,none,normal,Psychic,Clever
95,60,0,none,Status,none,hypnosis,20,0,none,protect|reflectable|mirror,none,none,none,none,none,none,slp,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Psychic,Clever
96,255,0,none,Status,none,meditate,40,0,none,snatch,none,none,none,none,none,none,none,none,none,none,none,atk:1,none,none,none,none,none,none,none,none,self,Psychic,Beautiful
97,255,0,none,Status,none,agility,30,0,none,snatch,none,none,none,none,none,none,none,none,none,none,none,spe:2,none,none,none,none,none,none,none,none,self,Psychic,Cool
98,100,40,none,Physical,none,quickattack,30,1,none,contact|protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Normal,Cool
99,100,20,none,Physical,none,rage,20,0,none,contact|protect|mirror|rage,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Normal,Tough
100,255,0,none,Status,none,teleport,20,-6,none,selfswitch,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,self,Psychic,Cool
101,100,0,level,Special,none,nightshade,15,0,none,protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Ghost,Clever
102,255,0,none,Status,none,mimic,10,0,none,protect|authentic,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Normal,Cute
103,85,0,none,Status,none,screech,40,0,none,protect|reflectable|mirror|sound|authentic,none,none,none,none,none,none,none,none,none,none,none,def:-2,none,none,none,none,none,none,none,none,normal,Normal,Clever
104,255,0,none,Status,none,doubleteam,15,0,none,snatch,none,none,none,none,none,none,none,none,none,none,none,evasion:1,none,none,none,none,none,none,none,none,self,Normal,Cool
105,255,0,none,Status,none,recover,10,0,none,snatch|heal,none,none,none,none,1|2,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,self,Normal,Clever
106,255,0,none,Status,none,harden,30,0,none,snatch,none,none,none,none,none,none,none,none,none,none,none,def:1,none,none,none,none,none,none,none,none,self,Normal,Tough
107,255,0,none,Status,none,minimize,10,0,none,snatch,none,none,none,none,none,none,none,none,minimize,none,none,evasion:2,none,none,none,none,none,none,none,none,self,Normal,Cute
108,100,0,none,Status,none,smokescreen,20,0,none,protect|reflectable|mirror,none,none,none,none,none,none,none,none,none,none,none,accuracy:-1,none,none,none,none,none,none,none,none,normal,Normal,Clever
109,100,0,none,Status,none,confuseray,10,0,none,protect|reflectable|mirror,none,none,none,none,none,none,none,none,confusion,none,none,none,none,none,none,none,none,none,none,none,normal,Ghost,Clever
110,255,0,none,Status,none,withdraw,40,0,none,snatch,none,none,none,none,none,none,none,none,none,none,none,def:1,none,none,none,none,none,none,none,none,self,Water,Cute
111,255,0,none,Status,none,defensecurl,40,0,none,snatch,none,none,none,none,none,none,none,none,defensecurl,none,none,def:1,none,none,none,none,none,none,none,none,self,Normal,Cute
112,255,0,none,Status,none,barrier,20,0,none,snatch,none,none,none,none,none,none,none,none,none,none,none,def:2,none,none,none,none,none,none,none,none,self,Psychic,Cool
113,255,0,none,Status,none,lightscreen,30,0,none,snatch,none,none,none,none,none,lightscreen,none,none,none,none,none,none,none,none,none,none,none,none,none,none,allySide,Psychic,Beautiful
114,255,0,none,Status,none,haze,30,0,none,authentic,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,all,Ice,Beautiful
115,255,0,none,Status,none,reflect,20,0,none,snatch,none,none,none,none,none,reflect,none,none,none,none,none,none,none,none,none,none,none,none,none,none,allySide,Psychic,Clever
116,255,0,none,Status,none,focusenergy,30,0,none,snatch,none,none,none,none,none,none,none,none,focusenergy,none,none,none,none,none,none,none,none,none,none,none,self,Normal,Cool
117,255,0,none,Physical,none,bide,10,1,none,contact|protect,none,none,none,none,none,none,none,none,bide,none,all,none,none,none,none,none,none,none,none,none,self,Normal,Tough
118,255,0,none,Status,none,metronome,10,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,self,Normal,Cute
119,255,0,none,Status,none,mirrormove,20,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Flying,Clever
120,100,200,none,Physical,none,selfdestruct,5,0,none,protect|mirror|selfdestruct,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,allAdjacent,Normal,Beautiful
121,75,100,none,Physical,none,eggbomb,10,0,none,bullet|protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Normal,Cute
122,100,30,none,Physical,none,lick,30,0,none,contact|protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,30,none,none,none,par,none,none,none,normal,Ghost,Cute
123,70,30,none,Special,none,smog,20,0,none,protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,40,none,none,none,psn,none,none,none,normal,Poison,Tough
124,100,65,none,Special,none,sludge,20,0,none,protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,30,none,none,none,psn,none,none,none,normal,Poison,Tough
125,85,65,none,Physical,none,boneclub,20,0,none,protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,10,none,none,flinch,none,none,none,none,normal,Ground,Tough
126,85,110,none,Special,none,fireblast,5,0,none,protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,10,none,none,none,brn,none,none,none,normal,Fire,Beautiful
127,100,80,none,Physical,none,waterfall,15,0,none,contact|protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,20,none,none,flinch,none,none,none,none,normal,Water,Tough
128,85,35,none,Physical,none,clamp,15,0,none,contact|protect|mirror,none,none,none,none,none,none,none,none,partiallytrapped,none,none,none,none,none,none,none,none,none,none,none,normal,Water,Tough
129,255,60,none,Special,none,swift,20,0,none,protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,allAdjacentFoes,Normal,Cool
130,100,130,none,Physical,none,skullbash,10,0,none,contact|charge|protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Normal,Tough
131,100,20,none,Physical,none,spikecannon,15,0,none,protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,2|5,none,none,normal,Normal,Cool
132,100,10,none,Physical,none,constrict,35,0,none,contact|protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,10,none,spe:-1,none,none,none,none,none,normal,Normal,Tough
133,255,0,none,Status,none,amnesia,20,0,none,snatch,none,none,none,none,none,none,none,none,none,none,none,spd:2,none,none,none,none,none,none,none,none,self,Psychic,Cute
134,80,0,none,Status,none,kinesis,15,0,none,protect|reflectable|mirror,none,none,none,none,none,none,none,none,none,none,none,accuracy:-1,none,none,none,none,none,none,none,none,normal,Psychic,Clever
135,255,0,none,Status,none,softboiled,10,0,none,snatch|heal,none,none,none,none,1|2,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,self,Normal,Cute
136,90,130,none,Physical,none,highjumpkick,10,0,none,contact|protect|mirror|gravity|crashdamage,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Fighting,Cool
137,100,0,none,Status,none,glare,30,0,none,protect|reflectable|mirror,none,none,none,none,none,none,par,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Normal,Tough
138,100,100,none,Special,none,dreameater,15,0,none,protect|mirror|heal,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,1|2,normal,Psychic,Clever
139,90,0,none,Status,none,poisongas,40,0,none,protect|reflectable|mirror,none,none,none,none,none,none,psn,none,none,none,none,none,none,none,none,none,none,none,none,none,allAdjacentFoes,Poison,Clever
140,85,15,none,Physical,none,barrage,20,0,none,bullet|protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,2|5,none,none,normal,Normal,Cute
141,100,80,none,Physical,none,leechlife,10,0,none,contact|protect|mirror|heal,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,1|2,normal,Bug,Clever
142,75,0,none,Status,none,lovelykiss,10,0,none,protect|reflectable|mirror,none,none,none,none,none,none,slp,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Normal,Beautiful
143,90,140,none,Physical,none,skyattack,5,0,none,charge|protect|mirror|distance,none,none,none,none,none,none,none,none,none,none,none,none,30,none,none,flinch,none,none,2,none,any,Flying,Cool
144,255,0,none,Status,none,transform,10,0,none,mystery,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Normal,Clever
145,100,40,none,Special,none,bubble,30,0,none,protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,10,none,spe:-1,none,none,none,none,none,allAdjacentFoes,Water,Cute
146,100,70,none,Physical,none,dizzypunch,10,0,none,contact|protect|mirror|punch,none,none,none,none,none,none,none,none,none,none,none,none,20,none,none,confusion,none,none,none,none,normal,Normal,Cute
147,100,0,none,Status,none,spore,15,0,none,powder|protect|reflectable|mirror,none,none,none,none,none,none,slp,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Grass,Beautiful
148,100,0,none,Status,none,flash,20,0,none,protect|reflectable|mirror,none,none,none,none,none,none,none,none,none,none,none,accuracy:-1,none,none,none,none,none,none,none,none,normal,Normal,Beautiful
149,100,0,none,Special,none,psywave,15,0,none,protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,normal,Psychic,Clever
150,255,0,none,Status,none,splash,40,0,none,gravity,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,self,Normal,Cute
151,255,0,none,Status,none,acidarmor,20,0,none,snatch,none,none,none,none,none,none,none,none,none,none,none,def:2,none,none,none,none,none,none,none,none,self,Poison,Tough
152,90,100,none,Physical,none,crabhammer,10,0,none,contact|protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,2,none,normal,Water,Tough
153,100,250,none,Physical,none,explosion,5,0,none,protect|mirror|selfdestruct,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,allAdjacent,Normal,Beautiful
154,80,18,none,Physical,none,furyswipes,15,0,none,contact|protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,2|5,none,none,normal,Normal,Tough
155,90,50,none,Physical,none,bonemerang,10,0,none,protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,normal,Ground,Tough
156,255,0,none,Status,none,rest,10,0,none,snatch|heal,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,self,Psychic,Cute
157,90,75,none,Physical,none,rockslide,10,0,none,protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,30,none,none,flinch,none,none,none,none,allAdjacentFoes,Rock,Tough
158,90,80,none,Physical,none,hyperfang,15,0,none,bite|contact|protect|mirror,none,none,none,none,none,none,none,none,none,none,none,none,10,none,none,flinch,none,none,none,none,normal,Normal,Cool
